,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
491,2019,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",12/31/19 8:05,37.808688,-96.91439956,CRUDE OIL,,,0.5,,0.5,,,NO,LINE WAS ALREADY SHUTDOWN - LINE RUNS 8 DAYS A MONTH,,,0.0,12/31/19 8:05,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2016.0,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,YES,YES,YES,NO,,,,,30.0,15000.0,2500.0,25000.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
492,2019,15851,"DELEK MARKETING AND SUPPLY, LP",12/30/19 13:08,32.30354,-101.46212,CRUDE OIL,,,3.0,,2.0,,,YES,,12/30/19 13:08,12/30/19 22:25,0.0,12/30/19 13:08,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2019.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,60.0,1000.0,5000.0,500.0,0.0,NO,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED,
493,2019,31684,PHILLIPS 66 PIPELINE LLC,12/28/19 11:33,34.988758,-101.815631,CRUDE OIL,,,2.0,,2.0,,,YES,,12/28/19 9:01,12/28/19 19:00,0.0,12/28/19 11:33,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1942.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,124.0,150000.0,0.0,0.0,0.0,YES,NATURAL FORCE DAMAGE,LIGHTNING,
494,2019,30782,HARVEST MIDSTREAM COMPANY,12/28/19 3:47,29.365959,-89.53902,CRUDE OIL,,,3.0,,3.0,,,YES,,12/28/19 3:47,12/28/19 7:50,0.0,12/28/19 6:27,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,NO,NO,NO,,NO,,,,,150.0,3000.0,600.0,45000.0,0.0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,
495,2019,15674,PLANTATION PIPE LINE CO,12/26/19 12:48,31.63605,-89.51909,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,321.0,,4.76,,,YES,,12/26/19 12:48,12/29/19 3:46,0.0,12/26/19 12:48,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,2019.0,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,YES,YES,YES,,,,,22550.0,521812.0,0.0,70000.0,45000.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
496,2019,32109,"ONEOK NGL PIPELINE, LLC",12/19/19 11:55,38.52202,-98.35924,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.33,4.0,0.02,,,NO,THE LEAKING FLANGE WAS BYPASSED AND ISOLATED TO REPLACE LEAKING GASKET,,,0.0,12/19/19 11:55,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2019.0,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,OTHER,GASKET,NO,NO,NO,NO,,NO,,,,,100.0,700.0,200.0,0.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,4.3100000000000005
497,2019,4906,EXXONMOBIL PIPELINE CO,12/18/19 10:49,30.173239,-90.788605,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,REFINERY GRADE PROPYLENE,7.0,0.0,0.0,,,YES,,12/18/19 10:49,1/5/20 10:00,0.0,12/18/19 10:49,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1999.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,550.0,160000.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,7.0
498,2019,32551,"BKEP PIPELINE, LLC",12/17/19 16:00,36.00512,-96.75145,CRUDE OIL,,,1.5,,1.5,,,NO,RELEASE WAS FROM AN INADVERTENTLY OPENED VALVE.,,,0.0,12/17/19 16:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,CARBON STEEL,OTHER,,,,,NO,YES,NO,NO,,NO,,,,,0.0,0.0,0.0,0.0,0.0,NO,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",
499,2019,31720,"EXPRESS HOLDINGS (USA), LLC",12/16/19 12:30,41.322335,-102.876874,CRUDE OIL,,,15.0,,15.0,,,NO,FAILURE DID NOT REQUIRE A SHUTDOWN AND DID NOT AFFECT SAFE OPERATION,,,0.0,12/16/19 12:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,NO,,NO,,,,,785.0,15000.0,298000.0,102100.0,0.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,
500,2019,18092,"SFPP, LP",12/15/19 16:50,34.02179,-117.83757,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.1,,0.0,,,YES,,12/15/19 17:46,12/15/19 20:46,0.0,12/15/19 16:50,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1989.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,8.0,180000.0,0.0,0.0,0.0,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,
