,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
2115,2015,30829,ENTERPRISE CRUDE PIPELINE LLC,12/25/15 10:10,33.424148,-98.750598,CRUDE OIL,,,3.0,,3.0,,,YES,,12/25/15 1:43,12/25/15 10:20,0.0,12/25/15 10:10,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,150.0,2000.0,0.0,11200.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,
2116,2015,26086,SEADRIFT PIPELINE CORP,12/24/15 15:20,28.16015,-97.25506,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPANE,0.8,0.0,0.0,,,NO,"RELEASE WAS DUE TO PACKING LEAK ON VALVE, TIE-IN WAS ISOLATED.",,,0.0,12/24/15 15:20,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,13.0,500.0,0.0,0.0,0.0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.8
2117,2015,22610,"MAGELLAN PIPELINE COMPANY, LP",12/23/15 20:30,41.56348,-93.52167,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,10.0,,2.0,,,NO,FACILITY WAS NOT SHUTDOWN.  TANK WAS STATIC AND NOT IN USE AT THE TIME,,,0.0,12/23/15 20:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",2015.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,700.0,155000.0,10000.0,25000.0,0.0,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS,
2118,2015,22610,"MAGELLAN PIPELINE COMPANY, LP",12/21/15 14:20,29.38357,-94.92492,CRUDE OIL,,,9.76,,9.76,,,NO,LINE IS PERMANENTLY OUT OF SERVICE,,,0.0,12/21/15 14:20,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1958.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,100.0,20000.0,168143.0,19643.0,129525.0,YES,CORROSION FAILURE,EXTERNAL CORROSION,
2119,2015,300,"PLAINS PIPELINE, L.P.",12/18/15 7:30,35.768817,-97.692603,CRUDE OIL,,,2.0,,2.0,,,YES,,12/18/15 7:35,12/18/15 14:00,0.0,12/18/15 7:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",1962.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,69.0,5371.0,4359.0,0.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
2120,2015,32109,"ONEOK NGL PIPELINE, LLC",12/17/15 13:12,32.429722,-100.445277,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.02,0.0,0.0,,,YES,,12/18/15 9:30,12/20/15 23:00,0.0,12/17/15 13:12,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1945.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,NO,NO,NO,,NO,,,,,3.0,140600.0,50.0,300.0,0.0,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.02
2121,2015,31672,"CHAPARRAL ENERGY, LLC",12/16/15 11:20,34.472502,-97.66435,CO2 (CARBON DIOXIDE),,,21.0,464.0,0.0,,,YES,,12/16/15 13:45,12/17/15 15:30,0.0,12/16/15 11:20,PIPELINE RIGHT-OF-WAY,UNDERGROUND,2010.0,CARBON STEEL,LEAK,,,CRACK,,NO,NO,NO,NO,,NO,,,,,155.0,9000.0,0.0,0.0,0.0,YES,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",485.0
2122,2015,31174,"SHELL PIPELINE CO., L.P.",12/15/15 17:30,38.0251564,-122.1292343,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.95,,0.48,,,NO,NOT OPERATING,,,0.0,12/15/15 17:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,OTHER,,,,,NO,YES,NO,NO,,NO,,,,,30.0,0.0,205000.0,0.0,0.0,NO,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",
2123,2015,30829,ENTERPRISE CRUDE PIPELINE LLC,12/14/15 22:30,29.747625,-95.128797,CRUDE OIL,,,0.5,,0.5,,,NO,PUMP WAS ISOLATED FROM THE REMAINING FACILITY,,,0.0,12/14/15 22:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1978.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,25.0,2500.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,
2124,2015,300,"PLAINS PIPELINE, L.P.",12/14/15 13:45,32.53021,-100.83544,CRUDE OIL,,,10.0,,10.0,,,YES,,12/14/15 14:15,12/14/15 23:00,0.0,12/14/15 14:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1950.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,400.0,10900.0,12300.0,0.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
