,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
3030,2013,31618,ENTERPRISE PRODUCTS OPERATING LLC,12/31/13 10:30,29.68112,-95.01403,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,716.0,716.0,0.0,,,YES,,12/31/13 12:20,1/9/14 15:00,0.0,12/31/13 10:35,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1987.0,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,YES,YES,,,30000.0,1700000.0,20000.0,0.0,0.0,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS,1432.0
3031,2013,32147,MARATHON PIPE LINE LLC,12/30/13 6:00,38.829252,-90.089749,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,50.0,,50.0,,,NO,,,,0.0,12/30/13 6:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",2002.0,CARBON STEEL,LEAK,,,CRACK,FROZEN VALVE DUE TO WEATHER.,NO,YES,NO,NO,,NO,,,,,122.0,0.0,280000.0,0.0,0.0,NO,NATURAL FORCE DAMAGE,TEMPERATURE,
3032,2013,31580,"MAGELLAN TERMINALS HOLDINGS, LP",12/28/13 20:26,29.75023,-95.28087,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,3.0,,3.0,,,YES,,12/28/13 20:26,12/28/13 22:18,0.0,12/28/13 20:26,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,YES,YES,,,250.0,100.0,3550.0,0.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
3033,2013,18718,SUNOCO PIPELINE L.P.,12/28/13 9:30,35.69179,-97.59352,CRUDE OIL,,,138.0,,41.0,,,YES,,12/28/13 9:30,,0.0,12/28/13 9:30,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1950.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,YES,,,,,9312.0,5535.0,1200.0,320000.0,0.0,YES,CORROSION FAILURE,INTERNAL CORROSION,
3034,2013,18718,SUNOCO PIPELINE L.P.,12/28/13 9:30,35.6905,-97.5925,CRUDE OIL,,,47.0,,14.0,,,YES,,12/28/13 9:30,,0.0,12/28/13 9:30,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,3193.0,5535.0,1200.0,30000.0,0.0,YES,CORROSION FAILURE,INTERNAL CORROSION,
3035,2013,18718,SUNOCO PIPELINE L.P.,12/27/13 7:20,29.787397,-94.40137,CRUDE OIL,,,0.24,,0.24,,,NO,LACT UNIT WAS DISABLED.,,,0.0,12/27/13 7:20,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,OTHER,SAMPLE VOLUME REGULATOR,,,,,,NO,YES,YES,,,0.0,413.0,65.0,0.0,0.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,
3036,2013,30829,ENTERPRISE CRUDE PIPELINE LLC,12/23/13 8:30,32.650552,-103.1392,CRUDE OIL,,,3500.0,,3500.0,,,YES,,12/23/13 8:30,12/23/13 19:30,0.0,12/23/13 8:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,YES,YES,NO,,,,,35000.0,60800.0,0.0,420000.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,
3037,2013,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,12/22/13 15:00,35.95778,-96.74944,CRUDE OIL,,,3.75,,3.5,,,NO,TANK MIXER SHAFT WAS LOCKED OUT,,,0.0,12/22/13 15:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,300.0,2500.0,25000.0,5500.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
3038,2013,12470,MID - VALLEY PIPELINE CO,12/22/13 9:09,39.03517,-84.69,CRUDE OIL,,,0.24,,0.24,,,NO,HEBRON STATION WAS ALREADY SHUT IN DUE TO A POWER FAILURE.,,,0.0,12/22/13 9:09,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,OVERFILL OR OVERFLOW,,,,,,,,,,NO,,,,,0.0,1000.0,500.0,1000.0,0.0,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",
3039,2013,2371,"WESTERN REFINING SOUTHWEST, INC",12/21/13 11:20,36.4309,-107.062,CRUDE OIL,,,15.0,,13.0,,,NO,,,,0.0,12/21/13 11:20,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1991.0,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,YES,YES,NO,,,,,185.0,0.0,0.0,1879.0,0.0,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,
