,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
1280,2017,30829,ENTERPRISE CRUDE PIPELINE LLC,12/29/17 18:00,32.016435,-102.015482,CRUDE OIL,,,2.0,,2.0,,,YES,,12/29/17 18:00,12/30/17 12:00,0.0,12/29/17 18:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,NO,,NO,,,,,200.0,500.0,2500.0,0.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
1281,2017,9175,JAYHAWK PIPELINE LLC,12/27/17 11:00,36.805299,-101.287597,CRUDE OIL,,,0.2,,0.2,,,NO,SAMPLE SOLENOID WAS ISOLATED WITHOUT REQUIRING SHUTDOWN,,,0.0,12/27/17 11:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,10.0,50.0,800.0,0.0,500.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
1282,2017,18718,SUNOCO PIPELINE L.P.,12/27/17 8:20,41.038343,-82.714678,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.4,,0.4,,,YES,,12/27/17 8:26,12/30/17 16:18,0.0,12/27/17 8:20,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2015.0,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,NO,,NO,YES,YES,,,35.0,500.0,2650.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,
1283,2017,30829,ENTERPRISE CRUDE PIPELINE LLC,12/27/17 8:00,32.652011,-103.139865,CRUDE OIL,,,3.0,,3.0,,,YES,,12/27/17 8:00,12/27/17 12:00,0.0,12/27/17 8:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1985.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,150.0,4000.0,3500.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,
1284,2017,31878,BRIDGER PIPELINE LLC,12/27/17 6:18,46.902494,-103.29561,CRUDE OIL,,,2.0,,2.0,,,YES,,12/27/17 6:18,12/27/17 13:28,0.0,12/27/17 6:18,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,NO,NO,NO,,NO,,,,,150.0,5500.0,1000.0,500.0,0.0,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,
1285,2017,2552,COLONIAL PIPELINE CO,12/26/17 13:00,29.975419,-93.935056,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,4.6,,4.6,,,NO,PIPELINE NOT OPERATING AT TIME OF DISCOVERY,,,0.0,12/27/17 14:12,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,500.0,49500.0,75000.0,100000.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
1286,2017,22442,WEST TEXAS GULF PIPELINE CO,12/22/17 8:45,31.77636,-96.39561,CRUDE OIL,,,3.0,,2.0,,,YES,,12/22/17 9:13,12/23/17 23:00,0.0,12/22/17 8:45,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,YES,YES,NO,,,,,60.0,36330.0,4000.0,9000.0,0.0,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",
1287,2017,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",12/22/17 3:35,32.881883,-99.58266,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,3.0,,3.0,,,YES,,12/22/17 3:35,12/22/17 7:35,0.0,12/22/17 3:35,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,1970.0,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,YES,YES,NO,,,,,600.0,1500.0,2000.0,13000.0,0.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,
1288,2017,39084,"CRIMSON GULF, LLC",12/20/17 14:00,29.24556388,-88.98229444,CRUDE OIL,,,2.0,,0.0,,,NO,STANDUP PRESSURE TEST CONDUCTED WITH UCSG SHUT DOWN NOT REQUIRED.,,,0.0,12/26/17 16:45,,,2015.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,YES,,,,,120.0,215999.0,13168.0,0.0,0.0,YES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,
1289,2017,2552,COLONIAL PIPELINE CO,12/20/17 11:50,33.28158,-86.80306,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.48,,0.48,,,NO,"LEAK WAS DUE TO PRESSURE ON INJECTION PUMP PACKING GLAND, PRESSURE WAS REDUCE.",,,0.0,12/20/17 11:50,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1962.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,50.0,0.0,1000.0,10000.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,
