,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
3430,2012,15674,PLANTATION PIPE LINE CO,12/31/12 15:30,30.54741,-90.16677,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,,8.33,,8.33,,,YES,,12/31/12 16:05,12/31/12 17:32,0.0,12/31/12 15:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1968.0,CARBON STEEL,LEAK,,,OTHER,LEAK FROM UNPLUGGED VALVE PORT,NO,YES,NO,YES,YES,NO,,,,,90.0,0.0,9000.0,2000.0,0.0,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,
3431,2012,9175,JAYHAWK PIPELINE LLC,12/31/12 9:10,37.045196,-101.854915,CRUDE OIL,,,158.4,0.0,152.8,,,YES,,12/31/12 9:10,12/31/12 10:30,0.0,12/31/12 9:10,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2003.0,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,YES,NO,YES,YES,NO,,,,,448.0,852.0,5746.0,4420.0,4000.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5.599999999999994
3432,2012,32147,MARATHON PIPE LINE LLC,12/29/12 21:02,42.131311,-83.22664,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPANE,0.0,0.0,0.0,,,NO,"MOVEMENT WAS A CAVERN TO CAVERN TRANSFER, NOT TRANSPORTATION ON MAINLINE.",,,0.0,12/29/12 21:02,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2012.0,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,OTHER,AWAITING INVESTIGATION RESULTS,NO,NO,NO,NO,,NO,,,,,0.0,6000.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0
3433,2012,15674,PLANTATION PIPE LINE CO,12/27/12 13:27,37.44967,-77.63277,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,1.8,0.0,1.8,,,YES,,12/27/12 13:29,12/27/12 17:32,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,OTHER,,,,,,,,,,NO,,,,,250.0,0.0,40000.0,0.0,0.0,NO,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",0.0
3434,2012,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",12/27/12 2:57,32.874247,-103.300039,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,ATMOSPHERIC GAS OIL,150.0,,130.0,,,YES,,12/27/12 2:58,12/27/12 13:00,0.0,12/27/12 2:57,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,12082.0,5340.0,500.0,4660.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,
3435,2012,12634,MOBIL CHEMICAL CO,12/24/12 17:00,30.066112,-93.820278,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,ETHYLENE,0.2,0.0,0.0,,,NO,"SMALL LEAK ON 2 "" VALVE WAS STOPPED.",,,0.0,12/24/12 17:00,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,100.0,0.0,1500.0,0.0,0.0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.2
3436,2012,32147,MARATHON PIPE LINE LLC,12/24/12 7:17,44.815919,-108.4989,CRUDE OIL,,,0.7,0.0,0.7,,,YES,,12/24/12 7:17,12/24/12 11:39,0.0,12/24/12 7:17,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,80.0,2000.0,2700.0,200.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0
3437,2012,12470,MID - VALLEY PIPELINE CO,12/23/12 14:06,32.87476,-91.05339,CRUDE OIL,,,7.0,0.0,5.0,,,YES,,12/23/12 14:08,12/23/12 19:40,0.0,12/23/12 14:06,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2005.0,CARBON STEEL,LEAK,,,OTHER,MAGNETIC PUMP BEARINGS FAILED,NO,YES,NO,YES,YES,NO,,,,,595.0,6000.0,812.0,30000.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0
3438,2012,31423,ENBRIDGE ENERGY MARKETING LLC,12/22/12 15:09,32.833,-90.845,CRUDE OIL,,,10.0,,3.0,,,YES,,12/22/12 15:20,12/23/12 13:30,0.0,12/22/12 15:57,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,2012.0,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,NO,NO,NO,,YES,,,,,1000.0,0.0,0.0,400000.0,0.0,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,
3439,2012,32080,"CCPS TRANSPORTATION, LLC",12/21/12 21:00,40.3375,-89.82917,CRUDE OIL,,,3.0,0.0,3.0,,,YES,,12/21/12 21:00,12/22/12 12:00,0.0,12/21/12 21:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,300.0,12000.0,5000.0,25000.0,0.0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0
