,IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS,net_spill
875,2018,2552,COLONIAL PIPELINE CO,12/31/18 7:30,35.285832,-80.932844,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,407.14,,329.81,,,YES,,12/31/18 23:30,12/10/19 0:00,0.0,12/31/18 7:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1967.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,YES,YES,YES,YES,,,,,29011.0,5490339.0,3002960.0,2346524.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
876,2018,31130,DCP MIDSTREAM,12/31/18 2:30,29.34572,-100.562198,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,1677.0,0.0,0.0,,,NO,BROKEN PIPE NIPPLE WAS REPLACED WITHOUT PIPELINE SHUT DOWN,,,0.0,12/31/18 4:52,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,2018.0,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,,,,,40924.0,200.0,300.0,0.0,0.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,1677.0
877,2018,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,12/29/18 18:17,35.943722,-96.764667,CRUDE OIL,,,7.5,,7.5,,,NO,TANK WAS ISOLATED UNTIL MIXER WAS LOCKED OUT,,,0.0,12/29/18 18:17,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",2018.0,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,380.0,1090.0,327.0,25154.0,0.0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,
878,2018,22610,"MAGELLAN PIPELINE COMPANY, LP",12/29/18 5:00,39.757676,-104.81334,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,294.0,,294.0,,,NO,AFFECTED COMPONENTS WERE ISOLATED FROM FACILITY OPERATIONS.,,,0.0,12/30/18 8:10,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2014.0,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,NO,,NO,,,,,3000.0,150.0,125000.0,0.0,0.0,NO,NATURAL FORCE DAMAGE,TEMPERATURE,
879,2018,300,"PLAINS PIPELINE, L.P.",12/27/18 22:33,31.634409,-101.708221,CRUDE OIL,,,30.0,,30.0,,,YES,,12/28/18 7:00,12/28/18 18:50,0.0,12/28/18 6:45,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2014.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,250.0,9190.0,27700.0,100274.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
880,2018,30829,ENTERPRISE CRUDE PIPELINE LLC,12/27/18 13:45,29.7479,-95.1294,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,CONDENSATE,0.29,,0.29,,,NO,FLANGE WAS TIGHTENED AND RELEASE WAS STOPPED,,,0.0,12/27/18 13:45,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,NO,NO,NO,,NO,,,,,13.0,0.0,5000.0,0.0,0.0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,
881,2018,31130,DCP MIDSTREAM,12/27/18 12:02,31.226872,-101.62194,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.21,0.0,0.0,,,NO,PUMP WAS SHUT DOWN AND ISOLATED.,,,0.0,12/27/18 12:02,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2018.0,CARBON STEEL,LEAK,,,CRACK,,NO,NO,NO,NO,,NO,,,,,27.0,500.0,0.0,0.0,0.0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.21
882,2018,32147,MARATHON PIPE LINE LLC,12/24/18 14:00,30.013326,-90.860244,CRUDE OIL,,,30.0,,27.9,,,YES,,12/24/18 12:33,12/30/18 3:50,0.0,12/24/18 12:31,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1967.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,YES,YES,YES,YES,1728.0,255000.0,803000.0,0.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
883,2018,39504,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",12/23/18 3:15,29.790949,-95.281395,CRUDE OIL,,,1000.0,,968.0,,,YES,,12/23/18 3:35,12/23/18 14:39,0.0,12/23/18 3:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,2011.0,CARBON STEEL,LEAK,,,OTHER,INTERNAL BOTTOM SIDE CORROSION,NO,YES,YES,YES,YES,NO,,,,,4500.0,25000.0,109000.0,20000.0,0.0,NO,CORROSION FAILURE,INTERNAL CORROSION,
884,2018,39706,SUNOCO PARTNERS MARKETING & TERMINALS LP,12/21/18 23:07,29.9967,-93.99765,CRUDE OIL,,,15.0,,15.0,,,NO,ROOF DRAIN WAS BLOCKED IN TO STOP RELEASE AND TANK DIKE LEVEE DRAIN CLOSED,,,0.0,12/21/18 23:07,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",1956.0,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,YES,NO,900.0,2092.0,20000.0,20000.0,0.0,NO,CORROSION FAILURE,EXTERNAL CORROSION,
