,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
2115,2015,ENTERPRISE CRUDE PIPELINE LLC,33.424148,-98.750598,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,33.424177,-98.750327,1.0,rooftop,1554,Cottonwood Rd,,,Olney,TX,Archer County,76374,US,Archer,0.0,1
2116,2015,SEADRIFT PIPELINE CORP,28.16015,-97.25506,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.8,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,28.159713,-97.251737,0.95,nearest_street,100,Langridge Rd,,,Woodsboro,TX,Refugio County,78393,US,TIGER/Line® dataset from the US Census Bureau,0.8,1
2118,2015,"MAGELLAN PIPELINE COMPANY, LP",29.38357,-94.92492,CRUDE OIL,9.76,0.0,9.76,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.383602,-94.925116,1.0,rooftop,2101,Texas Ave,,,Texas City,TX,Galveston County,77590,US,Galveston,0.0,1
2120,2015,"ONEOK NGL PIPELINE, LLC",32.429722,-100.445277,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.02,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.430807,-100.445938,0.97,nearest_street,943,County Rd 143,,,Sweetwater,TX,Nolan County,79556,US,TIGER/Line® dataset from the US Census Bureau,0.02,1
2123,2015,ENTERPRISE CRUDE PIPELINE LLC,29.747625,-95.128797,CRUDE OIL,0.5,0.0,0.5,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.750442,-95.12778,0.95,nearest_street,15780,San Jacinto Blvd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
2124,2015,"PLAINS PIPELINE, L.P.",32.53021,-100.83544,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.529893,-100.835955,1.0,rooftop,2932,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0,1
2128,2015,"PLAINS PIPELINE, L.P.",32.368825,-102.143282,CRUDE OIL,0.75,0.0,0.75,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,32.369944,-102.143098,0.99,rooftop,4208,State Highway 349,,,Tarzan,TX,Martin County,79783,US,Martin,0.0,1
2130,2015,ENTERPRISE PRODUCTS OPERATING LLC,29.912017,-94.008532,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,0.0,0.1,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.915743,-94.012022,0.94,nearest_street,500,Dorsey St,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
2134,2015,VALERO PARTNERS OPERATING CO. LLC,29.99604,-94.074072,CRUDE OIL,798.0,0.0,798.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.985391,-94.070725,0.91,nearest_street,2520,Hebert Rd,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
2135,2015,ENERGY TRANSFER COMPANY,28.3448,-98.1212,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,28.342791,-98.119151,0.96,nearest_street,124,Kerry Dr,,,George West,TX,Live Oak County,78022,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
2139,2015,SUNOCO PIPELINE L.P.,32.49804,-98.63654,CRUDE OIL,2.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,32.498202,-98.636465,1.0,rooftop,850,County Rd 471,,,Ranger,TX,Eastland County,76470,US,Eastland,2.0,1
2140,2015,SUNOCO PIPELINE L.P.,33.34157,-97.6054,CRUDE OIL,2.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,33.341759,-97.605323,1.0,rooftop,368,F S 922,,,Alvord,TX,Wise County,76225,US,Wise,1.0,1
2141,2015,"MAGELLAN TERMINALS HOLDINGS, LP",29.75079,-95.20356,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,53.47,0.0,53.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.750933,-95.203386,1.0,rooftop,12800,American Petroleum Rd,,,Houston,TX,Harris County,77015,US,Greater Houston,0.46999999999999886,1
2144,2015,ENTERPRISE PRODUCTS OPERATING LLC,30.030029,-94.041199,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.4,0.0,0.7,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,30.021388,-94.048752,0.91,nearest_street,6106,State Hwy 347,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.7,1
2148,2015,SUNOCO PIPELINE L.P.,32.412292,-99.875123,CRUDE OIL,30.0,0.0,25.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,32.410503,-99.87442,0.96,nearest_street,272,County Rd 310,,,Abilene,TX,Taylor County,79601,US,TIGER/Line® dataset from the US Census Bureau,5.0,1
2149,2015,WEST TEXAS GULF PIPELINE CO,31.77691,-96.39599,CRUDE OIL,1.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,31.77691,-96.39599,0.87,nearest_place,,,,,Wortham,TX,Freestone County,76693,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
