,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
1280,2017,ENTERPRISE CRUDE PIPELINE LLC,32.016435,-102.015482,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,32.016254,-102.015109,1.0,rooftop,1000,N County Rd 1150,,,Midland,TX,Midland County,79706,US,Midland,0.0,1
1285,2017,COLONIAL PIPELINE CO,29.975419,-93.935056,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.6,0.0,4.6,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.974213,-93.935102,0.97,nearest_street,337,Pine St,,,Port Neches,TX,Jefferson County,77651,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1286,2017,WEST TEXAS GULF PIPELINE CO,31.77636,-96.39561,CRUDE OIL,3.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,31.77636,-96.39561,0.94,nearest_place,,,,,Wortham,TX,Freestone County,76693,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
1287,2017,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.881883,-99.58266,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,3.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,32.884225,-99.582372,0.96,nearest_street,2205,County Rd 164,,,Lueders,TX,Shackelford County,79533,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1291,2017,ENTERPRISE PRODUCTS OPERATING LLC,29.9105,-94.0099,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.908794,-94.013702,0.95,nearest_street,6541,W Port Arthur Rd,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1293,2017,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.912147,-95.619236,CRUDE OIL,28.0,0.0,27.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.912369,-95.619481,1.0,rooftop,9204,Jackrabbit Rd,,,Houston,TX,Harris County,77041,US,City of Houston,1.0,1
1295,2017,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.707784,-95.230194,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.706642,-95.23149,0.99,rooftop,13050,La Porte Rd,,,Pasadena,TX,Harris County,77506,US,City of Houston,0.0,1
1300,2017,"EQUISTAR CHEMICALS, L.P.",29.041106,-95.366832,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,27.67,0.39,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.041916,-95.366604,0.99,rooftop,2527,Stratton Ridge Rd,,,Clute,TX,Brazoria County,77531,US,Brazoria,28.060000000000002,1
1301,2017,ENTERPRISE CRUDE PIPELINE LLC,28.949544,-95.430595,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,28.949544,-95.430595,0.25,nearest_place,,,,,Jones Creek,TX,Brazoria County,77541,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1303,2017,PHILLIPS 66 PIPELINE LLC,35.265278,-101.890833,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,35.0,0.0,35.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,35.265515,-101.89107,1.0,rooftop,4300,Cliffside Rd,,,Amarillo,TX,Potter County,79124,US,Potter,0.0,1
1305,2017,ENTERPRISE CRUDE PIPELINE LLC,32.016044,-102.015809,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,32.016254,-102.015109,1.0,rooftop,1000,N County Rd 1150,,,Midland,TX,Midland County,79706,US,Midland,0.0,1
1306,2017,ENTERPRISE PRODUCTS OPERATING LLC,29.68136,-95.01673,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,35.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.682237,-95.01624,0.99,rooftop,1200,N Broadway St,,,La Porte,TX,Harris County,77571,US,Greater Houston,35.0,1
1307,2017,ENTERPRISE CRUDE PIPELINE LLC,32.021719,-102.016295,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,32.020331,-102.018302,0.96,nearest_street,1259,N County Rd 1150,,,Midland,TX,Midland County,79705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1308,2017,DCP MIDSTREAM,29.827428,-94.940951,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.05,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,29.827477,-94.941294,1.0,rooftop,8334,Sjolander Rd,,,Baytown,TX,Harris County,77521,US,City of Houston,3.05,1
1311,2017,ENTERPRISE PRODUCTS OPERATING LLC,30.0111,-94.0572,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,0.0,0.2,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,30.016426,-94.049162,0.94,nearest_street,,US 69,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1312,2017,ENTERPRISE CRUDE PIPELINE LLC,29.759805,-96.148241,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.759069,-96.14843,0.99,rooftop,2401,Highway 36 S,,,Sealy,TX,Austin County,77474,US,Austin,0.0,1
1316,2017,SUNOCO PARTNERS MARKETING & TERMINALS LP,29.997998,-93.990199,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.987979,-93.982982,0.91,nearest_street,560,Gage Ave,,,Nederland,TX,Jefferson County,77627,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1318,2017,CENTURION PIPELINE L.P.,32.00539,-102.04479,CRUDE OIL,40.0,0.0,40.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.00784,-102.04586,0.96,nearest_street,2198,Industrial Ave,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
1321,2017,"EQUISTAR CHEMICALS, L.P.",28.466611,-96.932756,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,9.78,38.41,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,RUPTURE,,28.466611,-96.932756,0.2,nearest_place,,,,,Tivoli,TX,Refugio County,77990,US,TIGER/Line® dataset from the US Census Bureau,48.19,1
