,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
164,2020,SUNOCO PIPELINE L.P.,32.068928,-96.468046,CRUDE OIL,60.0,0.0,60.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.067413,-96.463146,0.94,nearest_street,2545,S 15th St,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
168,2020,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.792994,-95.280501,CRUDE OIL,0.6,0.0,0.6,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,29.795089,-95.277467,0.95,nearest_street,3608,Amoor St,,,Houston,TX,Harris County,77029,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
169,2020,ENERGY TRANSFER COMPANY,29.84732,-94.9261,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,12.0,1200.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.847148,-94.925879,1.0,rooftop,8744,Farm To Market Rd 1942,,,Baytown,TX,Chambers County,77521,US,Chambers,1212.0,1
171,2020,WEST TEXAS GULF PIPELINE CO,31.614716,-96.162607,CRUDE OIL,1.5,0.0,1.5,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,31.626745,-96.157969,0.91,nearest_street,,I 45,,,Buffalo,TX,Freestone County,75831,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
174,2020,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",29.793122,-95.281281,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.789355,-95.281822,0.95,nearest_street,8220,Wallisville Rd,,,Houston,TX,Harris County,77029,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
175,2020,"MAGELLAN TERMINALS HOLDINGS, LP",27.805754,-97.438549,CRUDE OIL,17.6,0.0,0.0,NO,,YES,7.0,YES,CARBON STEEL,OTHER,,27.80453,-97.440014,0.99,rooftop,18,N Country Club Pl,,,Corpus Christi,TX,Nueces County,78407,US,Nueces,17.6,1
176,2020,"SHELL PIPELINE CO., L.P.",30.053792,-93.772891,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.2,2.2,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,30.052634,-93.77348,0.99,rooftop,3208,Foreman Rd,,,Orange,TX,Orange County,77630,US,Orange,4.4,1
180,2020,"WINK TO WEBSTER PIPELINE, LLC",29.6121071,-95.186078,CRUDE OIL,1.2,0.0,1.2,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.610797,-95.187336,0.99,rooftop,11300,Galveston Rd,,,Houston,TX,Harris County,77034,US,City of Houston,0.0,1
183,2020,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72743,-95.20021,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.726899,-95.20346,0.96,nearest_street,1333,N Witter St,,,Pasadena,TX,Harris County,77506,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
185,2020,SUNOCO PIPELINE L.P.,33.7739,-100.05038,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,33.770886,-100.051715,0.95,nearest_street,2931,County Rd 204,,,Guthrie,TX,King County,79236,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
186,2020,CENTURION PIPELINE L.P.,32.00734,-102.04163,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,32.008849,-102.041534,0.97,nearest_street,2395,Industrial Ave,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
187,2020,KINDER MORGAN CRUDE AND CONDENSATE LLC,29.065103,-96.360234,CRUDE OIL,0.3,0.0,0.3,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,29.06557,-96.360667,1.0,rooftop,4750,County Rd 315th Rd,,,Louise,TX,Wharton County,77455,US,Wharton,0.0,1
192,2020,"KINDER MORGAN LIQUID TERMINALS, LLC",29.73321,-95.20236,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.732828,-95.202731,1.0,rooftop,1550,N Witter,,,Pasadena,TX,Harris County,77506,US,Harris,0.0,1
193,2020,CAPROCK PERMIAN CRUDE LLC,31.66099,-103.72207,CRUDE OIL,5.1,0.0,5.1,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,31.662302,-103.721317,0.99,nearest_street,,US 285,,,Pecos,TX,Reeves County,79772,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
194,2020,"KINDER MORGAN LIQUID TERMINALS, LLC",29.73128,-95.20017,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.730995,-95.203519,0.96,nearest_street,1489,N Witter St,,,Pasadena,TX,Harris County,77506,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
196,2020,ORYX DELAWARE OIL TRANSPORT LLC,31.367009,-103.442867,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,31.367009,-103.442867,0.08,nearest_place,,,,,Barstow,TX,Reeves County,79719,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
198,2020,PERMIAN EXPRESS PARTNERS LLC,32.530419,-100.82967,CRUDE OIL,4.3,0.0,4.3,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.529901,-100.830838,0.99,rooftop,3240,County Rd 4156,,,Hermleigh,TX,Scurry County,79526,US,Scurry,0.0,1
199,2020,"EQUISTAR CHEMICALS, L.P.",28.28081765,-97.1537463,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,7.9,1953.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,28.280818,-97.153746,0.06,nearest_place,,,,,Refugio,TX,Refugio County,78377,US,TIGER/Line® dataset from the US Census Bureau,1960.9,1
